Nama : Ahmad Luthfy Alfarizzy Ammar;;;;;;;;;;;;;;;;;;;;;;;;;;Throughput :;;;;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;jitter
NIM : 09011282025085;;;;;;;;;;;;;;;;;;;;;;;;;;Bytes : Time Span x 8 = 1085900 : 515.620 x 8;;;;;;0,165073;0,165073;0;;-0,291836;0,291836;0,583672
Jurusan : Sistem Komputer A;;;;;;;;;;;;;;;;;;;;;;;;;;           = 2.106 x 8;;;;;;0,165073;0,456909;0,291836;;0,291836;0;-0,291836
Mata Kuliah : Pengantar Telekomunikasi;;;;;;;;;;;;;;;;;;;;;;;;;;           = 16.848;;;;;;0,456909;0,456909;0;;-0,000203;0,000203;0,000406
Dosen Pengampu : Adi Hermansyah, S.Kom, M.T.;;;;;;;;;;;;;;;;;;;;;;;;;;           = 16 kB/s;;;;;;0,456909;0,457112;0,000203;;0,000133;7,00E-05;-0,000063
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,457112;0,457182;7,00E-05;;-0,004675;0,004745;0,00942
;;;;;;;;;;;;;;;;;;;;;;;;;;Packet Loss :;;;;;;0,457182;0,461927;0,004745;;0,004076;0,000669;-0,003407
No,;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;;;;;;;;;;;;((Package Sent - Package Received) : Package Sent ) x 100%;;;;;;0,461927;0,462596;0,000669;;-0,209378;0,210047;0,419425
4;0,165073;192,168,43,111;204,79,197,200;TCP;66;58610  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;;;;;;((1848 - 1818) : 1848) x 100%;;;;;;0,462596;0,672643;0,210047;;0,210047;0;-0,210047
5;0,165073;192,168,43,111;204,79,197,200;TCP;66;58611  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;;;;;;(30 : 1848) x 100%;;;;;;0,672643;0,672643;0;;-0,000212;0,000212;0,000424
6;0,456909;204,79,197,200;192,168,43,111;TCP;66;443  >  58610 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;;;;;;0,01623377 x 100%;;;;;;0,672643;0,672855;0,000212;;-0,000892;0,001104;0,001996
7;0,456909;204,79,197,200;192,168,43,111;TCP;66;443  >  58611 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;;;;;;1,60%;;;;;;0,672855;0,673959;0,001104;;0,001104;0;-0,001104
8;0,457112;192,168,43,111;204,79,197,200;TCP;54;58610  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0;;;;;;;;;;;;;;;;;;;;;;;;;;0,673959;0,673959;0;;0;0;0
9;0,457182;192,168,43,111;204,79,197,200;TCP;54;58611  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0;;;;;;;;;;;;;;;;;;;;Delay :;;;;;;0,673959;0,673959;0;;-0,000244;0,000244;0,000488
10;0,461927;192,168,43,111;204,79,197,200;TLSv1,2;255;Client Hello;;;;;;;;;;;;;;;;;;;;Total Delay = 515,454687;;;;;;0,673959;0,674203;0,000244;;0,000131;0,000113;-0,000018
11;0,462596;192,168,43,111;204,79,197,200;TLSv1,2;255;Client Hello;;;;;;;;;;;;;;;;;;;;Rata Rata Delay = 0,278925696 = 278.925696 ms;;;;;;0,674203;0,674316;0,000113;;-0,71525;0,715363;1,430613
12;0,672643;204,79,197,200;192,168,43,111;TCP;54;443  >  58611 [ACK] Seq=1 Ack=202 Win=524032 Len=0;;;;;;;;;;;;;;;;;;;;;;;;;;0,674316;1,389679;0,715363;;0,715363;0;-0,715363
13;0,672643;204,79,197,200;192,168,43,111;TCP;1434;443  >  58611 [ACK] Seq=1 Ack=202 Win=524032 Len=1380 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;;;;;Jitter :;;;;;;1,389679;1,389679;0;;-0,000148;0,000148;0,000296
14;0,672855;192,168,43,111;204,79,197,200;TCP;54;58611  >  443 [ACK] Seq=202 Ack=1381 Win=262144 Len=0;;;;;;;;;;;;;;;;;;;;Total Jitter = 515,498265;;;;;;1,389679;1,389827;0,000148;;6,00E-06;0,000142;0,000136
15;0,673959;204,79,197,200;192,168,43,111;TCP;4194;443  >  58611 [ACK] Seq=1381 Ack=202 Win=524032 Len=4140 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;;;;;Rata Rata Jitter = 0,278949278 = 278.949278 ms;;;;;;1,389827;1,389969;0,000142;;-0,295162;0,295304;0,590466
16;0,673959;204,79,197,200;192,168,43,111;TCP;1434;443  >  58610 [ACK] Seq=1 Ack=202 Win=524032 Len=1380 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;;;;;;;;;;;1,389969;1,685273;0,295304;;0,29517;0,000134;-0,295036
17;0,673959;204,79,197,200;192,168,43,111;TCP;2814;[TCP Previous segment not captured] 443  >  58610 [ACK] Seq=2761 Ack=202 Win=524032 Len=2760 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;;;;;;;;;;;1,685273;1,685407;0,000134;;-0,484318;0,484452;0,96877
18;0,674203;192,168,43,111;204,79,197,200;TCP;66;58610  >  443 [ACK] Seq=202 Ack=1381 Win=262144 Len=0 SLE=2761 SRE=5521;;;;;;;;;;;;;;;;;;;;;;;;;;1,685407;2,169859;0,484452;;0,484321;0,000131;-0,48419
19;0,674316;192,168,43,111;204,79,197,200;TCP;54;58611  >  443 [ACK] Seq=202 Ack=5521 Win=262144 Len=0;;;;;;;;;;;;;;;;;;;;;;;;;;2,169859;2,16999;0,000131;;-0,467427;0,467558;0,934985
20;1,389679;204,79,197,200;192,168,43,111;TCP;1434;[TCP Previous segment not captured] 443  >  58611 [PSH, ACK] Seq=5969 Ack=202 Win=524032 Len=1380 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;;;;;;;;;;;2,16999;2,637548;0,467558;;0,466666;0,000892;-0,465774
21;1,389679;204,79,197,200;192,168,43,111;TCP;1434;[TCP Previous segment not captured] 443  >  58610 [PSH, ACK] Seq=5969 Ack=202 Win=524032 Len=1380 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;;;;;;;;;;;2,637548;2,63844;0,000892;;0,000799;9,30E-05;-0,000706
22;1,389827;192,168,43,111;204,79,197,200;TCP;66;[TCP Dup ACK 19#1] 58611  >  443 [ACK] Seq=202 Ack=5521 Win=262144 Len=0 SLE=5969 SRE=7349;;;;;;;;;;;;;;;;;;;;;;;;;;2,63844;2,638533;9,30E-05;;-0,005767;0,00586;0,011627
23;1,389969;192,168,43,111;204,79,197,200;TCP;74;[TCP Dup ACK 18#1] 58610  >  443 [ACK] Seq=202 Ack=1381 Win=262144 Len=0 SLE=5969 SRE=7349 SLE=2761 SRE=5521;;;;;;;;;;;;;;;;;;;;;;;;;;2,638533;2,644393;0,00586;;0,005637;0,000223;-0,005414
24;1,685273;204,79,197,200;192,168,43,111;TCP;1434;[TCP Retransmission] 443  >  58610 [ACK] Seq=1381 Ack=202 Win=524032 Len=1380;;;;;;;;;;;;;;;;;;;;;;;;;;2,644393;2,644616;0,000223;;0,000104;0,000119;0,000015
25;1,685407;192,168,43,111;204,79,197,200;TCP;66;58610  >  443 [ACK] Seq=202 Ack=5521 Win=262144 Len=0 SLE=5969 SRE=7349;;;;;;;;;;;;;;;;;;;;;;;;;;2,644616;2,644735;0,000119;;-0,175362;0,175481;0,350843
26;2,169859;204,79,197,200;192,168,43,111;TCP;1434;[TCP Retransmission] 443  >  58611 [ACK] Seq=5521 Ack=202 Win=524032 Len=1380;;;;;;;;;;;;;;;;;;;;;;;;;;2,644735;2,820216;0,175481;;0,175481;0;-0,175481
27;2,16999;192,168,43,111;204,79,197,200;TCP;66;58611  >  443 [ACK] Seq=202 Ack=7349 Win=262144 Len=0 SLE=5969 SRE=6901;;;;;;;;;;;;;;;;;;;;;;;;;;2,820216;2,820216;0;;-0,000136;0,000136;0,000272
28;2,637548;192,168,43,111;204,79,197,200;TLSv1,2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;;;;;;;;;;;;2,820216;2,820352;0,000136;;0,000136;0;-0,000136
